tweet_english,labels
a number of kiai in Central Java and East Java expressed their support for the presidential and vice presidential candidate pairs Anies Baswedan and Muhaimin Iskandar in the general election,positif
"PBNU General Chairman Gus Yahya Says Cakimin Imin Will Not Win the Presidential Election, Anies Baswedan's Response Through",negatif
"we read from behind Prabowogibran Ganjarmahfud Aniescakimin, Indonesia must be victorious, Indonesia must become global, it must be Anies Baswedan, greetings of change.",positif
"Still don't accept it, the candidate pair is asked about the abbreviation Sgie, Cakimin should understand it, it's not foreign to sharia economic actors, so now people know that tyt Cakimin doesn't have any concerns about Sharia economics, I'm surprised the media really hates that, what's wrong with that?",negatif
be even harder to come down to Cakimin to ensure victory in East Java and Central Java to compensate for your performance which was not optimal in yesterday's vice presidential debate.,positif
"I'm sorry, Cakimin is also the gofar's tea",negatif
See what it's like,positif
"calling all parties and legislative candidates throughout Indonesia looking for vendors for campaign videos video ads video profiles that are definitely very young people, come on, contact sourcandy creative, professional video services",positif
"Answer first, where is the evidence that SP told Anies to replace Ahy with Cakimin, if Otaklu is functioning, of course you know that your tweet is not the answer to that question.",netral
It's a sin not to laugh at Cakimin's slow TikTok videos,negatif
"Anies Baswedan said to himself, he has a representative, why is he so ridiculous, Imin",negatif
"Amin's spokesperson is intelligent and his public speaking is good, he responds to Gibran's remarks during the vice presidential debate. In the past, Cakimin supported IKN but now he refuses to talk about it. He respects all of Amin's spokespersons from young people as well as genz and his speech is all good and coherent like those who are supported.",positif
"be calm, be careful with your answer, cakimin",positif
"Well, you know, I also wonder why the praise for Cakimin, who was betrayed by Gusdur, is considered a great person.",positif
"you ran too far from the context of our conversation at the beginning and end of it, you always brought up Jokowi's name even though it is clear that the current choice has been determined, namely Aniscakimin Prabowogibran Ganjarmahfud",positif
"everyone gets the same mic share, remember the second principle of Pancasila, just and civilized humanity",positif
"who said that most of the groups supporting Anies Cakimin that I entered are still realistic, if Anies loses in the first round, hopefully not, in the second round we will definitely choose to reward",positif
"Well, it's not dangerous or not",positif
The plan of candidate pair number one Muhaimin Iskandar Cakimin Imin to build a city at the level of Jakarta is considered less realistic,positif
"It's natural for a sycophant to praise his candidate pair, but look behind your vice presidential candidate, framing Cakimin as inconsistent, even though he himself is the one who is inconsistent, he says he's not old enough, he can't live as president, eh, that's a bad idea to mentally help Uncle MK, he's more inconsistent, aka a traitor to democracy.",positif
"Anies Baswedan explained the idea put forward by his vice presidential candidate, Muhaimin Iskandar, who said he would build a city like Jakarta. Download now on Play Store and App Store.",positif
"When Anies Baswedan was confused by Cakimin Imin's blunder, he felt that he had chosen the wrong representative",negatif
"From Manasih Ahy's point of view, it's better than Cakimin Nil, only people who don't understand politics say that",positif
"Vice President Amin Cakimin was the one who staged a coup and forcibly removed Gus Dur from his position as chairman of the PKB, a political party formed by Gus Dur.",positif
"Yesterday I watched Slepet Imin live on YouTube Cakimin, who knows, there will be an Anies push in Semarang, heheheh",netral
"got the red carpet because of his father and uncle, said the netizen uncle",netral
"who the Rohingya people are always proud of their achievements, it turns out that...",positif
"Here we are, we welcome Gus Min Imin, Kang Sulap Kota",positif
"Minn Minn, I swallowed my spit first, now because the duet is different, so I don't support it anymore, I don't support it anymore.",negatif
whos your favorite mj mary jane michelle tanoesoedibjo melrose cakimin,positif
Cakimin Imin admitted that he would build a city equivalent to Jakarta during the vice presidential debate. Urban observer Yayat said that Cakimin Imin's words were political jargon and difficult to implement.,negatif
This is related to the statement by vice presidential candidate serial number Muhaimin Iskandar who believes that Indonesia must build a new city at the level of DKI Jakarta.,positif
Amin's partner's campaign funds of only IDR billion were considered odd until they were reported to Bawaslu. This is Cakimin Imin's explanation,negatif
